OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-OH,USGS Ohio Water Science Center,OH015-405505084032900,PU-1 OH,Well,,04100007,,,,,40.9181073,-84.0580007,24000,1,seconds,Interpolated from MAP.,NAD83,770,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,39,137,Silurian-Devonian aquifers,Bass Islands Dolomite,Confined single aquifer,,116,ft,116,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USEPA-385451083014301,OH7300303 Scioto Production Well 0004,Well,,05060002,,,,,38.9141667,-83.0286111,,1,minutes,Interpolated from MAP.,NAD83,529,feet,1,feet,Interpolated from topographic map.,NAVD88,US,39,145,Alluvial aquifers,,,19990830,66,ft,66,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USEPA-390502081475404,OH5300612 Meigs 01010 Production Well 0004,Well,,05030202,,,,,39.0838889,-81.7983333,,1,minutes,Interpolated from MAP.,NAD83,585,feet,1,feet,Interpolated from topographic map.,NAVD88,US,39,105,Alluvial aquifers,,,19700516,57,ft,57,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USEPA-392034082061101,OH0500212 Athens 00391 Production Well 0019,Well,,05030204,,,,,39.3427778,-82.1030556,,1,minutes,Interpolated from MAP.,NAD83,646,feet,1,feet,Interpolated from topographic map.,NAVD88,US,39,009,Alluvial aquifers,,,19680408,54,ft,59,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USEPA-393200082244702,OH3700612 Hocking 00782 Production Well 0C01,Well,,05030204,,,,,39.5348889,-82.4108333,,.1,seconds,Interpolated from MAP.,NAD83,719,feet,1,feet,Interpolated from topographic map.,NAVD88,US,39,073,Alluvial aquifers,,,19710621,65,ft,65,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USEPA-393234081473402,OH5800912 Morgan 00276 Production Well 0002,Well,,05040004,,,,,39.5427778,-81.7927778,,1,minutes,Interpolated from MAP.,NAD83,926,feet,1,feet,Interpolated from topographic map.,NAVD88,US,39,115,Alluvial aquifers,,,19570729,76,ft,76,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USEPA-394257082362603,F-27    PAS-03,Well,,05030204,,,,,39.7156389,-82.6090556,,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,816,feet,2,feet,Interpolated from Digital Elevation Model,NAVD88,US,39,045,Sand and gravel aquifers (glaciated regions),Outwash,,196108,90,ft,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USEPA-395259083561501,CL-361  PAS-06 OH,Well,,05080001,,,,,39.8846111,-83.9372778,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,864,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,39,023,Sand and gravel aquifers (glaciated regions),Outwash,,19870401,55,ft,55,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USEPA-402903082325503,K-12    PAS-01,Well,,05040003,,,,,40.4838889,-82.5487778,,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1077,feet,2,feet,Interpolated from Digital Elevation Model,NAVD88,US,39,083,Sand and gravel aquifers (glaciated regions),Outwash,,199203,135,ft,135,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USEPA-403857082191101,AS-61   PAS-02,Well,,05040002,,,,,40.6495278,-82.3195278,,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1092,feet,2,feet,Interpolated from Digital Elevation Model,NAVD88,US,39,005,Sand and gravel aquifers (glaciated regions),Outwash,,199212,197,ft,197,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USEPA-411721082350601,E-228   PAS-05,Well,,04100012,,,,,41.2891944,-82.5849722,,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,675,feet,2,feet,Interpolated from Digital Elevation Model,NAVD88,US,39,043,Sand and gravel aquifers (glaciated regions),Outwash,,199712,154,ft,154,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03098000,Mahoning River at Youngstown OH,Stream,,05030103,898,sq mi,,,41.1111691,-80.6728537,,1,seconds,Interpolated from MAP.,NAD83,826.53,feet,.01,feet,Level or other surveyed method.,COE1912,US,39,099,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03098406,Mill Creek at Shields Rd. at Boardman OH,Stream,,05030103,53.7,sq mi,,,41.0447222,-80.6833333,,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,39,099,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03098500,Mill Creek at Youngstown OH,Stream,,05030103,66.3,sq mi,,,41.0720028,-80.6903541,,1,seconds,Interpolated from MAP.,NAD83,898.52,feet,.01,feet,Level or other surveyed method.,NGVD29,US,39,099,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03098513,Mill Creek at Price Rd. at Youngstown OH,Stream,,05030103,78.4,sq mi,,,41.1013889,-80.6719444,,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,39,099,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03098600,Mahoning River below West Ave at Youngstown OH,Stream,,05030103,978,sq mi,978,sq mi,41.1050581,-80.6625755,,1,seconds,Interpolated from MAP.,NAD83,823.51,feet,.02,feet,Level or other surveyed method.,NAVD88,US,39,099,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03098700,Crab Creek at Youngstown OH,Stream,,05030103,14,sq mi,,,41.1117247,-80.6353523,,1,seconds,Interpolated from MAP.,NAD83,836.20,feet,.10,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,39,099,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03099500,Mahoning River at Lowellville OH,Stream,,05030103,1073,sq mi,1073,sq mi,41.036726,-80.5361815,,1,seconds,Interpolated from MAP.,NAD83,796.57,feet,.10,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,39,099,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03117000,Tuscarawas River at Massillon OH,Stream,,05040001,518,sq mi,518,sq mi,40.7703357,-81.5240098,,1,seconds,Interpolated from MAP.,NAD83,915.06,feet,.01,feet,Differentially corrected Global Positioning System.,NAVD88,US,39,151,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03129000,Tuscarawas River at Newcomerstown OH,Stream,,05040001,2443,sq mi,2443,sq mi,40.2614593,-81.6090097,,1,seconds,Interpolated from MAP.,NAD83,779.36,feet,.01,feet,Differentially corrected Global Positioning System.,NAVD88,US,39,157,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03221000,Scioto River below O'Shaughnessy Dam nr Dublin OH,Stream,,05060001,980,sq mi,980,sq mi,40.1433956,-83.1204664,,1,seconds,Interpolated from MAP.,NAD83,773.88,feet,.01,feet,Differentially corrected Global Positioning System.,NAVD88,US,39,041,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03222010,Scioto River at Dublin Road WTP at Columbus OH,Stream,,05060001,1068,sq mi,,,39.9681197,-83.0349067,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,049,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03226800,Olentangy River near Worthington OH,Stream,,05060001,497,sq mi,,,40.110341,-83.0318515,,1,seconds,Interpolated from MAP.,NAD83,742.36,feet,.01,feet,Reported method of determination.,NAVD88,US,39,049,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03226885,Olentangy River at Henderson Rd at Columbus OH,Stream,,05060001,518,sq mi,,,40.0517305,-83.0304623,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,049,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03227500,Scioto River at Columbus OH,Stream,,05060001,1629,sq mi,1629,sq mi,39.9095084,-83.0090724,,1,seconds,Interpolated from MAP.,NAD83,679.18,feet,.01,feet,Differentially corrected Global Positioning System.,NAVD88,US,39,049,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03230310,Little Darby Creek at West Jefferson OH,Stream,,05060001,162,sq mi,162,sq mi,39.9511729,-83.2693601,,1,seconds,Interpolated from MAP.,NAD83,878.96,feet,.1,feet,Differentially corrected Global Positioning System.,NAVD88,US,39,097,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03230400,Big Darby Creek at Darbydale OH,Stream,,05060001,449,sq mi,449,sq mi,39.8495064,-83.1888014,,1,seconds,Interpolated from MAP.,NAD83,790,feet,10,feet,Unknown.,NGVD29,US,39,049,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03230450,Hellbranch Run near Harrisburg OH,Stream,,05060001,35.8,sq mi,35.8,sq mi,39.8478333,-83.1573333,,.1,seconds,Interpolated from MAP.,NAD83,811.50,feet,.01,feet,Differentially corrected Global Positioning System.,NAVD88,US,39,049,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03230500,Big Darby Creek at Darbyville OH,Stream,,05060001,534,sq mi,534,sq mi,39.7006176,-83.110187,,1,seconds,Interpolated from MAP.,NAD83,713.17,feet,.07,feet,Differentially corrected Global Positioning System.,NAVD88,US,39,129,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03237280,Upper Twin Creek at McGaw OH,Stream,,05090201,12.2,sq mi,12.2,sq mi,38.6436875,-83.2157365,,1,seconds,Interpolated from MAP.,NAD83,541.88,feet,.10,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,39,145,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03245500,Little Miami River at Milford OH,Stream,,05090202,1203,sq mi,1203,sq mi,39.1714489,-84.2979933,,1,seconds,Interpolated from MAP.,NAD83,493.63,feet,.01,feet,Differentially corrected Global Positioning System.,NAVD88,US,39,025,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03246400,East Fork Little Miami River near Williamsburg OH,Stream,,05090202,234,sq mi,,,39.0589533,-84.0513219,,1,seconds,Interpolated from MAP.,NAD83,794,feet,5,feet,Interpolated from topographic map.,NAVD88,US,39,025,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03267900,Mad River at St Paris Pike at Eagle City OH,Stream,,05080001,310,sq mi,310,sq mi,39.9642265,-83.8315962,,1,seconds,Interpolated from MAP.,NAD83,903.93,feet,.09,feet,Differentially corrected Global Positioning System.,NAVD88,US,39,023,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03274000,Great Miami River at Hamilton OH,Stream,,05080002,3630,sq mi,3630,sq mi,39.3911674,-84.572169,,1,seconds,Interpolated from MAP.,NAD83,499.19,feet,.01,feet,Level or other surveyed method.,NAVD88,US,39,017,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03274060,Great Miami River Near Fairfield OH,Stream,,05080002,3670,sq mi,,,39.3176222,-84.6062944,24000,.1,seconds,"Transit, theodolite, or other surveying method.",NAD83,,,,,,,US,39,017,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03274500,Great Miami River at Venice OH,Stream,,05080002,3789,sq mi,,,39.3042228,-84.643003,,1,seconds,Interpolated from MAP.,NAD83,520.22,feet,.01,feet,Level or other surveyed method.,NGVD29,US,39,017,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-04178000,St Joseph River near Newville IN,Stream,,04100003,610,sq mi,,,41.3856061,-84.8016259,,1,seconds,Interpolated from MAP.,NAD83,794.75,feet,.02,feet,Differentially corrected Global Positioning System.,NAVD88,US,39,039,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-04186500,Auglaize River near Fort Jennings OH,Stream,,04100007,332,sq mi,332,sq mi,40.9486617,-84.266059,,1,seconds,Interpolated from MAP.,NAD83,712.99,feet,.10,feet,Differentially corrected Global Positioning System.,NAVD88,US,39,137,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-04193500,Maumee River at Waterville OH,Stream,,04100009,6330,sq mi,6330,sq mi,41.5000526,-83.7127145,,1,seconds,Interpolated from MAP.,NAD83,595.25,feet,.10,feet,Differentially corrected Global Positioning System.,NAVD88,US,39,095,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-04194085,Berger Ditch near Oregon OH,Stream: Ditch,,04100010,15.4,sq mi,,,41.6756031,-83.3710412,,.5,seconds,Interpolated from MAP.,NAD83,570.27,feet,.11,feet,Differentially corrected Global Positioning System.,NAVD88,US,39,095,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-04195500,Portage River at Woodville OH,Stream,,04100010,428,sq mi,428,sq mi,41.449496,-83.3613156,,1,seconds,Interpolated from MAP.,NAD83,613.99,feet,.01,feet,Level or other surveyed method.,NAVD88,US,39,143,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-04206000,Cuyahoga River at Old Portage OH,Stream,,04110002,404,sq mi,404,sq mi,41.1356112,-81.5470622,,1,seconds,Interpolated from MAP.,NAD83,739.35,feet,.11,feet,Differentially corrected Global Positioning System.,NAVD88,US,39,153,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-04206050,Mud Brook at Akron-Peninsula Road near Akron OH,Stream,,04110002,29.3,sq mi,,,41.1389445,-81.5481734,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,153,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-04206200,Cuyahoga River at Botzum OH,Stream,,04110002,443,sq mi,,,41.1622777,-81.574286,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,153,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-04206400,Cuyahoga River at Peninsula OH,Stream,,04110002,494,sq mi,,,41.2414446,-81.5498396,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,153,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-04206420,Brandywine Creek near Jaite OH,Stream,,04110002,27.2,sq mi,,,41.2858885,-81.5620635,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,153,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-04206425,Cuyahoga River at Jaite OH,Stream,,04110002,555,sq mi,,,41.288944,-81.5651193,,1,seconds,Interpolated from MAP.,NAD83,629.85,feet,.1,feet,Differentially corrected Global Positioning System.,NAVD88,US,39,153,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-04207300,Tinkers Creek near Independence OH,Stream,,04110002,96,sq mi,,,41.3650537,-81.6087348,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,035,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-04208000,Cuyahoga River at Independence OH,Stream,,04110002,707,sq mi,707,sq mi,41.3953309,-81.6298478,,1,seconds,Interpolated from MAP.,NAD83,582.66,feet,.11,feet,Differentially corrected Global Positioning System.,NAVD88,US,39,035,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-04208504,Cuyahoga River near Newburgh Heights OH,Stream,,04110002,788,sq mi,788,sq mi,41.4625516,-81.680963,,1,seconds,Interpolated from MAP.,NAD83,502.41,feet,.01,feet,Differentially corrected Global Positioning System.,NAVD88,US,39,035,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-04211820,Grand River at Harpersfield OH,Stream,,04110004,552,sq mi,,,41.7553327,-80.9484263,24000,1,seconds,Interpolated from MAP.,NAD83,740.00,feet,10,feet,Interpolated from topographic map.,NAVD88,US,39,007,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-384516082552900,Ohio River at New Boston F.,Facility: Water-use establishment,,05090103,,,,,38.7545209,-82.9246166,24000,1,seconds,Interpolated from MAP.,NAD83,570,feet,10,feet,Interpolated from topographic map.,NGVD29,US,39,145,,,,,,,,,NWIS
